Quarter,Industry,Sex,Employment status,Value,Flags
"Sep-00","Transport, postal and warehousing","Total","Working proprietors",4800,
"Jun-00","Transport, postal and warehousing","Total","Working proprietors",4800,
"Mar-00","Transport, postal and warehousing","Total","Working proprietors",4700,
"Sep-15","Information media and telecommunications","Total","Working proprietors",600,
"Jun-15","Information media and telecommunications","Total","Working proprietors",600,
"Mar-15","Information media and telecommunications","Total","Working proprietors",600,
"Dec-14","Information media and telecommunications","Total","Working proprietors",600,
"Sep-14","Information media and telecommunications","Total","Working proprietors",800,
"Jun-14","Information media and telecommunications","Total","Working proprietors",600,
"Mar-14","Information media and telecommunications","Total","Working proprietors",700,
"Dec-13","Information media and telecommunications","Total","Working proprietors",700,
"Sep-13","Information media and telecommunications","Total","Working proprietors",600,
"Jun-13","Information media and telecommunications","Total","Working proprietors",600,
"Mar-13","Information media and telecommunications","Total","Working proprietors",900,
"Dec-12","Information media and telecommunications","Total","Working proprietors",700,
"Sep-12","Information media and telecommunications","Total","Working proprietors",700,
"Jun-12","Information media and telecommunications","Total","Working proprietors",600,
"Mar-12","Information media and telecommunications","Total","Working proprietors",700,
"Dec-11","Information media and telecommunications","Total","Working proprietors",700,
"Sep-11","Information media and telecommunications","Total","Working proprietors",600,
"Jun-11","Information media and telecommunications","Total","Working proprietors",700,
"Mar-11","Information media and telecommunications","Total","Working proprietors",700,
"Dec-10","Information media and telecommunications","Total","Working proprietors",600,
"Sep-10","Information media and telecommunications","Total","Working proprietors",700,
"Jun-10","Information media and telecommunications","Total","Working proprietors",700,
"Mar-10","Information media and telecommunications","Total","Working proprietors",700,
"Dec-09","Information media and telecommunications","Total","Working proprietors",800,
"Sep-09","Information media and telecommunications","Total","Working proprietors",800,
"Jun-09","Information media and telecommunications","Total","Working proprietors",700,
"Mar-09","Information media and telecommunications","Total","Working proprietors",700,
"Dec-08","Information media and telecommunications","Total","Working proprietors",800,
"Sep-08","Information media and telecommunications","Total","Working proprietors",700,
"Jun-08","Information media and telecommunications","Total","Working proprietors",700,
"Mar-08","Information media and telecommunications","Total","Working proprietors",600,
"Dec-07","Information media and telecommunications","Total","Working proprietors",600,
"Sep-07","Information media and telecommunications","Total","Working proprietors",600,
"Jun-07","Information media and telecommunications","Total","Working proprietors",600,
"Mar-07","Information media and telecommunications","Total","Working proprietors",500,
"Dec-06","Information media and telecommunications","Total","Working proprietors",600,
"Sep-06","Information media and telecommunications","Total","Working proprietors",500,
"Jun-06","Information media and telecommunications","Total","Working proprietors",600,
"Mar-06","Information media and telecommunications","Total","Working proprietors",600,
"Dec-05","Information media and telecommunications","Total","Working proprietors",500,
"Sep-05","Information media and telecommunications","Total","Working proprietors",500,
"Jun-05","Information media and telecommunications","Total","Working proprietors",600,
"Mar-05","Information media and telecommunications","Total","Working proprietors",600,
"Dec-04","Information media and telecommunications","Total","Working proprietors",600,
"Sep-04","Information media and telecommunications","Total","Working proprietors",600,
"Jun-04","Information media and telecommunications","Total","Working proprietors",600,
"Mar-04","Information media and telecommunications","Total","Working proprietors",500,
"Dec-03","Information media and telecommunications","Total","Working proprietors",500,
"Sep-03","Information media and telecommunications","Total","Working proprietors",500,
"Jun-03","Information media and telecommunications","Total","Working proprietors",500,
"Mar-03","Information media and telecommunications","Total","Working proprietors",500,
"Dec-02","Information media and telecommunications","Total","Working proprietors",500,
"Sep-02","Information media and telecommunications","Total","Working proprietors",500,
"Jun-02","Information media and telecommunications","Total","Working proprietors",500,
"Mar-02","Information media and telecommunications","Total","Working proprietors",500,
"Dec-01","Information media and telecommunications","Total","Working proprietors",500,
"Sep-01","Information media and telecommunications","Total","Working proprietors",500,
"Jun-01","Information media and telecommunications","Total","Working proprietors",500,
"Mar-01","Information media and telecommunications","Total","Working proprietors",500,
"Dec-00","Information media and telecommunications","Total","Working proprietors",600,
"Sep-00","Information media and telecommunications","Total","Working proprietors",600,
"Jun-00","Information media and telecommunications","Total","Working proprietors",500,
"Mar-00","Information media and telecommunications","Total","Working proprietors",500,
"Sep-15","Financial and insurance services","Total","Working proprietors",2300,
"Jun-15","Financial and insurance services","Total","Working proprietors",2900,
"Mar-15","Financial and insurance services","Total","Working proprietors",2800,
"Dec-14","Financial and insurance services","Total","Working proprietors",2300,
"Sep-14","Financial and insurance services","Total","Working proprietors",2400,
"Jun-14","Financial and insurance services","Total","Working proprietors",2100,
"Mar-14","Financial and insurance services","Total","Working proprietors",2100,
"Dec-13","Financial and insurance services","Total","Working proprietors",2200,
"Sep-13","Financial and insurance services","Total","Working proprietors",2200,
"Jun-13","Financial and insurance services","Total","Working proprietors",2100,
"Mar-13","Financial and insurance services","Total","Working proprietors",2200,
"Dec-12","Financial and insurance services","Total","Working proprietors",2000,
"Sep-12","Financial and insurance services","Total","Working proprietors",2300,
"Jun-12","Financial and insurance services","Total","Working proprietors",2000,
"Mar-12","Financial and insurance services","Total","Working proprietors",2000,
"Dec-11","Financial and insurance services","Total","Working proprietors",1700,
"Sep-11","Financial and insurance services","Total","Working proprietors",2100,
"Jun-11","Financial and insurance services","Total","Working proprietors",1700,
"Mar-11","Financial and insurance services","Total","Working proprietors",1900,
"Dec-10","Financial and insurance services","Total","Working proprietors",1800,
"Sep-10","Financial and insurance services","Total","Working proprietors",1800,
"Jun-10","Financial and insurance services","Total","Working proprietors",1800,
"Mar-10","Financial and insurance services","Total","Working proprietors",2300,
"Dec-09","Financial and insurance services","Total","Working proprietors",2600,
"Sep-09","Financial and insurance services","Total","Working proprietors",2200,
"Jun-09","Financial and insurance services","Total","Working proprietors",2300,
"Mar-09","Financial and insurance services","Total","Working proprietors",2200,
"Dec-08","Financial and insurance services","Total","Working proprietors",2400,
"Sep-08","Financial and insurance services","Total","Working proprietors",2300,
"Jun-08","Financial and insurance services","Total","Working proprietors",2300,
"Mar-08","Financial and insurance services","Total","Working proprietors",2200,
"Dec-07","Financial and insurance services","Total","Working proprietors",2400,
"Sep-07","Financial and insurance services","Total","Working proprietors",2300,
"Jun-07","Financial and insurance services","Total","Working proprietors",2000,
"Mar-07","Financial and insurance services","Total","Working proprietors",2400,
"Dec-06","Financial and insurance services","Total","Working proprietors",2400,
"Sep-06","Financial and insurance services","Total","Working proprietors",2400,
"Jun-06","Financial and insurance services","Total","Working proprietors",2200,
"Mar-06","Financial and insurance services","Total","Working proprietors",2200,
"Dec-05","Financial and insurance services","Total","Working proprietors",2700,
"Sep-05","Financial and insurance services","Total","Working proprietors",2600,
"Jun-05","Financial and insurance services","Total","Working proprietors",2500,
